DATA,,,,
t640,24.49,1.50,6.27,15.67
t641,24.58,1.50,6.30,15.69
t642,24.66,1.50,6.32,15.71
t643,24.75,1.50,6.34,15.73
t644,24.84,1.50,6.36,15.75
t645,24.93,1.50,6.39,15.78
t646,25.02,1.50,6.41,15.80
t647,25.11,1.50,6.43,15.82
t648,25.20,1.50,6.46,15.84
t649,25.29,1.50,6.48,15.86
t650,25.38,1.50,6.50,15.88
t651,25.47,1.50,6.52,15.90
t652,25.55,1.50,6.55,15.93
t653,25.64,1.50,6.57,15.95
t654,25.73,1.50,6.59,15.97
t655,25.82,1.50,6.61,15.99
t656,25.91,1.50,6.64,16.01
t657,26.00,1.50,6.66,16.03
t658,26.09,1.50,6.68,16.05
t659,26.18,1.50,6.71,16.08
t660,26.27,1.50,6.73,16.10
t661,26.36,1.50,6.75,16.12
t662,26.45,1.50,6.77,16.14
t663,26.53,1.50,6.80,16.16
t664,26.62,1.50,6.82,16.18
t665,26.71,1.50,6.84,16.20
t666,26.80,1.50,6.87,16.22
t667,26.89,1.50,6.89,16.25
t668,26.98,1.50,6.91,16.27
t669,27.07,1.50,6.93,16.29
t670,27.16,1.50,6.96,16.31
t671,27.25,1.50,6.98,16.33
t672,27.34,1.50,7.00,16.35
t673,27.42,1.50,7.03,16.37
t674,27.51,1.50,7.05,16.40
t675,27.60,1.50,7.07,16.42
t676,27.69,1.50,7.09,16.44
t677,27.78,1.50,7.12,16.46
t678,27.87,1.50,7.14,16.48
t679,27.96,1.50,7.16,16.50
t680,28.05,1.50,7.19,16.52
t681,28.14,1.50,7.21,16.54
t682,28.23,1.50,7.23,16.57
t683,28.32,1.50,7.25,16.59
t684,28.40,1.50,7.28,16.61
t685,28.49,1.50,7.30,16.63
t686,28.58,1.50,7.32,16.65
t687,28.67,1.50,7.34,16.67
t688,28.76,1.50,7.37,16.69
t689,28.85,1.50,7.39,16.72
t690,28.94,1.50,7.41,16.74
t691,29.03,1.50,7.44,16.76
t692,29.12,1.50,7.46,16.78
t693,29.21,1.50,7.48,16.80
t694,29.29,1.50,7.50,16.82
t695,29.38,1.50,7.53,16.84
t696,29.47,1.50,7.55,16.87
t697,29.56,1.50,7.57,16.89
t698,29.65,1.50,7.60,16.91
t699,29.74,1.50,7.62,16.93
t700,29.83,1.50,7.64,16.95
t701,29.92,1.50,7.66,16.97
t702,30.01,1.50,7.69,16.99
t703,30.10,1.50,7.71,17.01
t704,30.18,1.50,7.73,17.04
t705,30.27,1.50,7.76,17.06
t706,30.36,1.50,7.78,17.08
t707,30.45,1.50,7.80,17.10
t708,30.54,1.50,7.82,17.12
t709,30.63,1.50,7.85,17.14
t710,30.72,1.50,7.87,17.16
t711,30.81,1.50,7.89,17.19
t712,30.90,1.50,7.92,17.21
t713,30.99,1.50,7.94,17.23
t714,31.08,1.50,7.96,17.25
t715,31.16,1.50,7.98,17.27
t716,31.25,1.50,8.01,17.29
t717,31.34,1.50,8.03,17.31
t718,31.43,1.50,8.05,17.34
t719,31.52,1.50,8.07,17.36
t720,31.61,1.50,8.10,17.38
t721,31.70,1.50,8.12,17.40
t722,31.79,1.50,8.14,17.42
t723,31.88,1.50,8.17,17.44
t724,31.97,1.50,8.19,17.46
t725,32.05,1.50,8.21,17.48
t726,32.14,1.50,8.23,17.51
t727,32.23,1.50,8.26,17.53
t728,32.32,1.50,8.28,17.55
t729,32.41,1.50,8.30,17.57
t730,32.50,1.50,8.33,17.59
t731,32.50,1.50,8.35,17.61
t732,32.50,1.50,8.37,17.63
t733,32.50,1.50,8.39,17.66
t734,32.50,1.50,8.42,17.68
t735,32.50,1.50,8.44,17.70
t736,32.50,1.50,8.46,17.72
t737,32.50,1.50,8.49,17.74
t738,32.50,1.50,8.51,17.76
t739,32.50,1.50,8.53,17.78
t740,32.50,1.50,8.55,17.81
t741,32.50,1.50,8.58,17.83
t742,32.50,1.50,8.60,17.85
t743,32.50,1.50,8.62,17.87
t744,32.50,1.50,8.65,17.89
t745,32.50,1.50,8.67,17.91
t746,32.50,1.50,8.69,17.93
t747,32.50,1.50,8.71,17.95
t748,32.50,1.50,8.74,17.98
t749,32.50,1.50,8.76,18.00
t750,32.50,1.50,8.78,18.02
t751,32.50,1.50,8.80,18.04
t752,32.50,1.50,8.83,18.06
t753,32.50,1.50,8.85,18.08
t754,32.50,1.50,8.87,18.10
t755,32.50,1.50,8.90,18.13
t756,32.50,1.50,8.92,18.15
t757,32.50,1.50,8.94,18.17
t758,32.50,1.50,8.96,18.19
t759,32.50,1.50,8.99,18.21
t760,32.50,1.50,9.01,18.23
t761,32.50,1.50,9.03,18.25
t762,32.50,1.50,9.06,18.27
t763,32.50,1.50,9.08,18.30
t764,32.50,1.50,9.10,18.32
t765,32.50,1.50,9.12,18.34
t766,32.50,1.50,9.15,18.36
t767,32.50,1.50,9.17,18.38
t768,32.50,1.50,9.19,18.40
t769,32.50,1.50,9.22,18.42
t770,32.50,1.50,9.24,18.45
t771,32.50,1.50,9.26,18.47
t772,32.50,1.50,9.28,18.49
t773,32.50,1.50,9.31,18.51
t774,32.50,1.50,9.33,18.53
t775,32.50,1.50,9.35,18.55
t776,32.50,1.50,9.38,18.57
t777,32.50,1.50,9.40,18.60
t778,32.50,1.50,9.42,18.62
t779,32.50,1.50,9.44,18.64
t780,32.50,1.50,9.47,18.66
t781,32.50,1.50,9.49,18.68
t782,32.50,1.50,9.51,18.70
t783,32.50,1.50,9.53,18.72
t784,32.50,1.50,9.56,18.74
t785,32.50,1.50,9.58,18.77
t786,32.50,1.50,9.60,18.79
t787,32.50,1.50,9.63,18.81
t788,32.50,1.50,9.65,18.83
t789,32.50,1.50,9.67,18.85
t790,32.50,1.50,9.69,18.87
t791,32.50,1.50,9.72,18.89
t792,32.50,1.50,9.74,18.92
t793,32.50,1.50,9.76,18.94
t794,32.50,1.50,9.79,18.96
t795,32.50,1.50,9.81,18.98
t796,32.50,1.50,9.83,19.00
t797,32.50,1.50,9.85,19.02
t798,32.50,1.50,9.88,19.04
t799,32.50,1.50,9.90,19.07
t800,32.50,1.50,9.92,19.09
t801,32.50,1.50,9.95,19.11
t802,32.50,1.50,9.97,19.13
t803,32.50,1.50,9.99,19.15
t804,32.50,1.50,10.01,19.17
t805,32.50,1.50,10.04,19.19
t806,32.50,1.50,10.06,19.21
t807,32.50,1.50,10.08,19.24
t808,32.50,1.50,10.10,19.26
t809,32.50,1.50,10.13,19.28
t810,32.50,1.50,10.15,19.30
t811,32.50,1.50,10.17,19.32
t812,32.50,1.50,10.20,19.34
t813,32.50,1.50,10.22,19.36
t814,32.50,1.50,10.24,19.39
t815,32.50,1.50,10.26,19.41
t816,32.50,1.50,10.29,19.43
t817,32.50,1.50,10.31,19.45
t818,32.50,1.50,10.33,19.47
t819,32.50,1.50,10.36,19.49
t820,32.50,1.50,10.38,19.51
t821,32.50,1.50,10.40,19.54
t822,32.50,1.50,10.42,19.56
t823,32.50,1.50,10.45,19.58
t824,32.50,1.50,10.47,19.60
t825,32.50,1.50,10.49,19.62
t826,32.50,1.50,10.52,19.64
t827,32.50,1.50,10.54,19.66
t828,32.50,1.50,10.56,19.68
t829,32.50,1.50,10.58,19.71
t830,32.50,1.50,10.61,19.73
t831,32.50,1.50,10.63,19.75
t832,32.50,1.50,10.65,19.77
t833,32.50,1.50,10.68,19.79
t834,32.50,1.50,10.70,19.81
t835,32.50,1.50,10.72,19.83
t836,32.50,1.50,10.74,19.86
t837,32.50,1.50,10.77,19.88
t838,32.50,1.50,10.79,19.90
t839,32.50,1.50,10.81,19.92
t840,32.50,1.50,10.83,19.94
t841,32.50,1.50,10.86,19.96
t842,32.50,1.50,10.88,19.98
t843,32.50,1.50,10.90,20.00
t844,32.50,1.50,10.93,20.03
t845,32.50,1.50,10.95,20.05
t846,32.50,1.50,10.97,20.07
t847,32.50,1.50,10.99,20.09
t848,32.50,1.50,11.02,20.11
t849,32.50,1.50,11.04,20.13
t850,32.50,1.50,11.06,20.15
t851,32.50,1.50,11.09,20.18
t852,32.50,1.50,11.11,20.20
t853,32.50,1.50,11.13,20.22
t854,32.50,1.50,11.15,20.24
t855,32.50,1.50,11.18,20.26
t856,32.50,1.50,11.20,20.28
t857,32.50,1.50,11.22,20.30
t858,32.50,1.50,11.25,20.33
t859,32.50,1.50,11.27,20.35
t860,32.50,1.50,11.29,20.37
t861,32.50,1.50,11.31,20.39
t862,32.50,1.50,11.34,20.41
t863,32.50,1.50,11.36,20.43
t864,32.50,1.50,11.38,20.45
t865,32.50,1.50,11.41,20.47
t866,32.50,1.50,11.43,20.50
t867,32.50,1.50,11.45,20.52
t868,32.50,1.50,11.47,20.54
t869,32.50,1.50,11.50,20.56
t870,32.50,1.50,11.52,20.58
t871,32.50,1.50,11.54,20.60
t872,32.50,1.50,11.56,20.62
t873,32.50,1.50,11.59,20.65
t874,32.50,1.50,11.61,20.67
t875,32.50,1.50,11.63,20.69
t876,32.50,1.50,11.66,20.71
t877,32.50,1.50,11.68,20.73
t878,32.50,1.50,11.70,20.75
t879,32.50,1.50,11.72,20.77
t880,32.50,1.50,11.75,20.80
t881,32.50,1.50,11.77,20.82
t882,32.50,1.50,11.79,20.84
t883,32.50,1.50,11.82,20.86
t884,32.50,1.50,11.84,20.88
t885,32.50,1.50,11.86,20.90
t886,32.50,1.50,11.88,20.92
t887,32.50,1.50,11.91,20.94
t888,32.50,1.50,11.93,20.97
t889,32.50,1.50,11.95,20.99
t890,32.50,1.50,11.98,21.01
t891,32.50,1.50,12.00,21.03
t892,32.50,1.50,12.02,21.05
t893,32.50,1.50,12.04,21.07
t894,32.50,1.50,12.07,21.09
t895,32.50,1.50,12.09,21.12
t896,32.50,1.50,12.11,21.14
t897,32.50,1.50,12.14,21.16
t898,32.50,1.50,12.16,21.18
t899,32.50,1.50,12.18,21.20
t900,32.50,1.50,12.20,21.22
t901,32.50,1.50,12.23,21.24
t902,32.50,1.50,12.25,21.27
t903,32.50,1.50,12.27,21.29
t904,32.50,1.50,12.29,21.31
t905,32.50,1.50,12.32,21.33
t906,32.50,1.50,12.34,21.35
t907,32.50,1.50,12.36,21.37
t908,32.50,1.50,12.39,21.39
t909,32.50,1.50,12.41,21.41
t910,32.50,1.50,12.43,21.44
t911,32.50,1.50,12.45,21.46
t912,32.50,1.50,12.48,21.48
t913,32.50,1.50,12.50,21.50
t914,32.50,1.50,12.52,21.52
t915,32.50,1.50,12.55,21.54
t916,32.50,1.50,12.57,21.56
t917,32.50,1.50,12.59,21.59
t918,32.50,1.50,12.61,21.61
t919,32.50,1.50,12.64,21.63
t920,32.50,1.50,12.66,21.65
t921,32.50,1.50,12.68,21.67
t922,32.50,1.50,12.71,21.69
t923,32.50,1.50,12.73,21.71
t924,32.50,1.50,12.75,21.73
t925,32.50,1.50,12.77,21.76
t926,32.50,1.50,12.80,21.78
t927,32.50,1.50,12.82,21.80
t928,32.50,1.50,12.84,21.82
t929,32.50,1.50,12.86,21.84
t930,32.50,1.50,12.89,21.86
t931,32.50,1.50,12.91,21.88
t932,32.50,1.50,12.93,21.91
t933,32.50,1.50,12.96,21.93
t934,32.50,1.50,12.98,21.95
t935,32.50,1.50,13.00,21.97
t936,32.50,1.50,13.02,21.99
t937,32.50,1.50,13.05,22.01
t938,32.50,1.50,13.07,22.03
t939,32.50,1.50,13.09,22.06
t940,32.50,1.50,13.12,22.08
t941,32.50,1.50,13.14,22.10
t942,32.50,1.50,13.16,22.12
t943,32.50,1.50,13.18,22.14
t944,32.50,1.50,13.21,22.16
t945,32.50,1.50,13.23,22.18
t946,32.50,1.50,13.25,22.20
t947,32.50,1.50,13.28,22.23
t948,32.50,1.50,13.30,22.25
t949,32.50,1.50,13.32,22.27
t950,32.50,1.50,13.34,22.29
t951,32.50,1.50,13.37,22.31
t952,32.50,1.50,13.39,22.33
t953,32.50,1.50,13.41,22.35
t954,32.50,1.50,13.44,22.38
t955,32.50,1.50,13.46,22.40
t956,32.50,1.50,13.48,22.42
t957,32.50,1.50,13.50,22.44
t958,32.50,1.50,13.53,22.46
t959,32.50,1.50,13.55,22.48
t960,32.50,1.50,13.57,22.50
t961,32.50,1.50,13.59,22.53
t962,32.50,1.50,13.62,22.55
t963,32.50,1.50,13.64,22.57
t964,32.50,1.50,13.66,22.59
t965,32.50,1.50,13.69,22.61
t966,32.50,1.50,13.71,22.63
t967,32.50,1.50,13.73,22.65
t968,32.50,1.50,13.75,22.67
t969,32.50,1.50,13.78,22.70
t970,32.50,1.50,13.80,22.72
t971,32.50,1.50,13.82,22.74
t972,32.50,1.50,13.85,22.76
t973,32.50,1.50,13.87,22.78
t974,32.50,1.50,13.89,22.80
t975,32.50,1.50,13.91,22.82
t976,32.50,1.50,13.94,22.85
t977,32.50,1.50,13.96,22.87
t978,32.50,1.50,13.98,22.89
t979,32.50,1.50,14.01,22.91
t980,32.50,1.50,14.03,22.93
t981,32.50,1.50,14.05,22.95
t982,32.50,1.50,14.07,22.97
t983,32.50,1.50,14.10,23.00
t984,32.50,1.50,14.12,23.02
t985,32.50,1.50,14.14,23.04
t986,32.50,1.50,14.17,23.06
t987,32.50,1.50,14.19,23.08
t988,32.50,1.50,14.21,23.10
t989,32.50,1.50,14.23,23.12
t990,32.50,1.50,14.26,23.14
t991,32.50,1.50,14.28,23.17
t992,32.50,1.50,14.30,23.19
t993,32.50,1.50,14.32,23.21
t994,32.50,1.50,14.35,23.23
t995,32.50,1.50,14.37,23.25
t996,32.50,1.50,14.39,23.27
t997,32.50,1.50,14.42,23.29
t998,32.50,1.50,14.44,23.32
t999,32.50,1.50,14.46,23.34
t1000,32.50,1.50,14.48,23.36
t1001,32.50,1.50,14.51,23.38
t1002,32.50,1.50,14.53,23.40
t1003,32.50,1.50,14.55,23.42
t1004,32.50,1.50,14.58,23.44
t1005,32.50,1.50,14.60,23.46
t1006,32.50,1.50,14.62,23.49
t1007,32.50,1.50,14.64,23.51
t1008,32.50,1.50,14.67,23.53
t1009,32.50,1.50,14.69,23.55
t1010,32.50,1.50,14.71,23.57
t1011,32.50,1.50,14.74,23.59
t1012,32.50,1.50,14.76,23.61
t1013,32.50,1.50,14.78,23.64
t1014,32.50,1.50,14.80,23.66
t1015,32.50,1.50,14.83,23.68
t1016,32.50,1.50,14.85,23.70
t1017,32.50,1.50,14.87,23.72
t1018,32.50,1.50,14.90,23.74
t1019,32.50,1.50,14.92,23.76
t1020,32.50,1.50,14.94,23.79
t1021,32.50,1.50,14.96,23.81
t1022,32.50,1.50,14.99,23.83
t1023,32.50,1.50,15.01,23.85
t1024,32.50,1.50,15.03,23.87
t1025,32.50,1.50,15.05,23.89
t1026,32.50,1.50,15.08,23.91
t1027,32.50,1.50,15.10,23.93
t1028,32.50,1.50,15.12,23.96
t1029,32.50,1.50,15.15,23.98
t1030,32.50,1.50,15.17,24.00
t1031,32.50,1.50,15.19,24.02
t1032,32.50,1.50,15.21,24.04
t1033,32.50,1.50,15.24,24.06
t1034,32.50,1.50,15.26,24.08
t1035,32.50,1.50,15.28,24.11
t1036,32.50,1.50,15.31,24.13
t1037,32.50,1.50,15.33,24.15
t1038,32.50,1.50,15.35,24.17
t1039,32.50,1.50,15.37,24.19
t1040,32.50,1.50,15.40,24.21
t1041,32.50,1.50,15.42,24.23
t1042,32.50,1.50,15.44,24.26
t1043,32.50,1.50,15.47,24.28
t1044,32.50,1.50,15.49,24.30
t1045,32.50,1.50,15.51,24.32
t1046,32.50,1.50,15.53,24.34
t1047,32.50,1.50,15.56,24.36
t1048,32.50,1.50,15.58,24.38
t1049,32.50,1.50,15.60,24.40
t1050,32.50,1.50,15.63,24.43
t1051,32.50,1.50,15.65,24.45
t1052,32.50,1.50,15.67,24.47
t1053,32.50,1.50,15.69,24.49
t1054,32.50,1.50,15.72,24.51
t1055,32.50,1.50,15.74,24.53
t1056,32.50,1.50,15.76,24.55
t1057,32.50,1.50,15.78,24.58
t1058,32.50,1.50,15.81,24.60
t1059,32.50,1.50,15.83,24.62
t1060,32.50,1.50,15.85,24.64
t1061,32.50,1.50,15.88,24.66
t1062,32.50,1.50,15.90,24.68
t1063,32.50,1.50,15.92,24.70
t1064,32.50,1.50,15.94,24.73
t1065,32.50,1.50,15.97,24.75
t1066,32.50,1.50,15.99,24.77
t1067,32.50,1.50,16.01,24.79
t1068,32.50,1.50,16.04,24.81
t1069,32.50,1.50,16.06,24.83
t1070,32.50,1.50,16.08,24.85
t1071,32.50,1.50,16.10,24.87
t1072,32.50,1.50,16.13,24.90
t1073,32.50,1.50,16.15,24.92
t1074,32.50,1.50,16.17,24.94
t1075,32.50,1.50,16.20,24.96
t1076,32.50,1.50,16.22,24.98
t1077,32.50,1.50,16.24,25.00
t1078,32.50,1.50,16.26,25.02
t1079,32.50,1.50,16.29,25.05
t1080,32.50,1.50,16.31,25.07
t1081,32.50,1.50,16.33,25.09
t1082,32.50,1.50,16.35,25.11
t1083,32.50,1.50,16.38,25.13
t1084,32.50,1.50,16.40,25.15
t1085,32.50,1.50,16.42,25.17
t1086,32.50,1.50,16.45,25.19
t1087,32.50,1.50,16.47,25.22
t1088,32.50,1.50,16.49,25.24
t1089,32.50,1.50,16.51,25.26
t1090,32.50,1.50,16.54,25.28
t1091,32.50,1.50,16.56,25.30
t1092,32.50,1.50,16.58,25.32
t1093,32.50,1.50,16.61,25.34
t1094,32.50,1.50,16.63,25.37
t1095,32.50,1.50,16.65,25.39
t1096,32.50,1.50,16.67,25.41
t1097,32.50,1.50,16.70,25.43
t1098,32.50,1.50,16.72,25.45
t1099,32.50,1.50,16.74,25.47
t1100,32.50,1.50,16.77,25.49
t1101,32.50,1.50,16.79,25.52
t1102,32.50,1.50,16.81,25.54
t1103,32.50,1.50,16.83,25.56
t1104,32.50,1.50,16.86,25.58
t1105,32.50,1.50,16.88,25.60
t1106,32.50,1.50,16.90,25.62
t1107,32.50,1.50,16.93,25.64
t1108,32.50,1.50,16.95,25.66
t1109,32.50,1.50,16.97,25.69
t1110,32.50,1.50,16.99,25.71
t1111,32.50,1.50,17.02,25.73
t1112,32.50,1.50,17.04,25.75
t1113,32.50,1.50,17.06,25.77
t1114,32.50,1.50,17.08,25.79
t1115,32.50,1.50,17.11,25.81
t1116,32.50,1.50,17.13,25.84
t1117,32.50,1.50,17.15,25.86
t1118,32.50,1.50,17.18,25.88
t1119,32.50,1.50,17.20,25.90
t1120,32.50,1.50,17.22,25.92
t1121,32.50,1.50,17.24,25.94
t1122,32.50,1.50,17.27,25.96
t1123,32.50,1.50,17.29,25.99
t1124,32.50,1.50,17.31,26.01
t1125,32.50,1.50,17.34,26.03
t1126,32.50,1.50,17.36,26.05
t1127,32.50,1.50,17.38,26.07
t1128,32.50,1.50,17.40,26.09
t1129,32.50,1.50,17.43,26.11
t1130,32.50,1.50,17.45,26.13
t1131,32.50,1.50,17.47,26.16
t1132,32.50,1.50,17.50,26.18
t1133,32.50,1.50,17.52,26.20
t1134,32.50,1.50,17.54,26.22
t1135,32.50,1.50,17.56,26.24
t1136,32.50,1.50,17.59,26.26
t1137,32.50,1.50,17.61,26.28
t1138,32.50,1.50,17.63,26.31
t1139,32.50,1.50,17.66,26.33
t1140,32.50,1.50,17.68,26.35
t1141,32.50,1.50,17.70,26.37
t1142,32.50,1.50,17.72,26.39
t1143,32.50,1.50,17.75,26.41
t1144,32.50,1.50,17.77,26.43
t1145,32.50,1.50,17.79,26.46
t1146,32.50,1.50,17.81,26.48
t1147,32.50,1.50,17.84,26.50
t1148,32.50,1.50,17.86,26.52
t1149,32.50,1.50,17.88,26.54
t1150,32.50,1.50,17.91,26.56
t1151,32.50,1.50,17.93,26.58
t1152,32.50,1.50,17.95,26.60
t1153,32.50,1.50,17.97,26.63
t1154,32.50,1.50,18.00,26.65
t1155,32.50,1.50,18.02,26.67
t1156,32.50,1.50,18.04,26.69
t1157,32.50,1.50,18.07,26.71
t1158,32.50,1.50,18.09,26.73
t1159,32.50,1.50,18.11,26.75
t1160,32.50,1.50,18.13,26.78
t1161,32.50,1.50,18.16,26.80
t1162,32.50,1.50,18.18,26.82
t1163,32.50,1.50,18.20,26.84
t1164,32.50,1.50,18.23,26.86
t1165,32.50,1.50,18.25,26.88
t1166,32.50,1.50,18.27,26.90
t1167,32.50,1.50,18.29,26.92
t1168,32.50,1.50,18.32,26.95
t1169,32.50,1.50,18.34,26.97
t1170,32.50,1.50,18.36,26.99
t1171,32.50,1.50,18.39,27.01
t1172,32.50,1.50,18.41,27.03
t1173,32.50,1.50,18.43,27.05
t1174,32.50,1.50,18.45,27.07
t1175,32.50,1.50,18.48,27.10
t1176,32.50,1.50,18.50,27.12
t1177,32.50,1.50,18.52,27.14
t1178,32.50,1.50,18.54,27.16
t1179,32.50,1.50,18.57,27.18
t1180,32.50,1.50,18.59,27.20
t1181,32.50,1.50,18.61,27.22
t1182,32.50,1.50,18.64,27.25
t1183,32.50,1.50,18.66,27.27
t1184,32.50,1.50,18.68,27.29
t1185,32.50,1.50,18.70,27.31
t1186,32.50,1.50,18.73,27.33
t1187,32.50,1.50,18.75,27.35
t1188,32.50,1.50,18.77,27.37
t1189,32.50,1.50,18.80,27.39
t1190,32.50,1.50,18.82,27.42
t1191,32.50,1.50,18.84,27.44
t1192,32.50,1.50,18.86,27.46
t1193,32.50,1.50,18.89,27.48
t1194,32.50,1.50,18.91,27.50
t1195,32.50,1.50,18.93,27.52
t1196,32.50,1.50,18.96,27.54
t1197,32.50,1.50,18.98,27.57
t1198,32.50,1.50,19.00,27.59
t1199,32.50,1.50,19.02,27.61
t1200,32.50,1.50,19.05,27.63
t1201,32.50,1.50,19.07,27.65
t1202,32.50,1.50,19.09,27.67
t1203,32.50,1.50,19.11,27.69
t1204,32.50,1.50,19.14,27.72
t1205,32.50,1.50,19.16,27.74
t1206,32.50,1.50,19.18,27.76
t1207,32.50,1.50,19.21,27.78
t1208,32.50,1.50,19.23,27.80
t1209,32.50,1.50,19.25,27.82
t1210,32.50,1.50,19.27,27.84
t1211,32.50,1.50,19.30,27.86
t1212,32.50,1.50,19.32,27.89
t1213,32.50,1.50,19.34,27.91
t1214,32.50,1.50,19.37,27.93
t1215,32.50,1.50,19.39,27.95
t1216,32.50,1.50,19.41,27.97
t1217,32.50,1.50,19.43,27.99
t1218,32.50,1.50,19.46,28.01
t1219,32.50,1.50,19.48,28.04
t1220,32.50,1.50,19.50,28.06
t1221,32.50,1.50,19.53,28.08
t1222,32.50,1.50,19.55,28.10
t1223,32.50,1.50,19.57,28.12
t1224,32.50,1.50,19.59,28.14
t1225,32.50,1.50,19.62,28.16
t1226,32.50,1.50,19.64,28.19
t1227,32.50,1.50,19.66,28.21
t1228,32.50,1.50,19.69,28.23
t1229,32.50,1.50,19.71,28.25
t1230,32.50,1.50,19.73,28.27
t1231,32.50,1.50,19.75,28.29
t1232,32.50,1.50,19.78,28.31
t1233,32.50,1.50,19.80,28.33
t1234,32.50,1.50,19.82,28.36
t1235,32.50,1.50,19.84,28.38
t1236,32.50,1.50,19.87,28.40
t1237,32.50,1.50,19.89,28.42
t1238,32.50,1.50,19.91,28.44
t1239,32.50,1.50,19.94,28.46
t1240,32.50,1.50,19.96,28.48
t1241,32.50,1.50,19.98,28.51
