DATA,,,,
t1242,32.50,1.50,20.00,28.53
t1243,32.50,1.50,20.03,28.55
t1244,32.50,1.50,20.05,28.57
t1245,32.50,1.50,20.07,28.59
t1246,32.50,1.50,20.10,28.61
t1247,32.50,1.50,20.12,28.63
t1248,32.50,1.50,20.14,28.65
t1249,32.50,1.50,20.16,28.68
t1250,32.50,1.50,20.19,28.70
t1251,32.50,1.50,20.21,28.72
t1252,32.50,1.50,20.23,28.74
t1253,32.50,1.50,20.26,28.76
t1254,32.50,1.50,20.28,28.78
t1255,32.50,1.50,20.30,28.80
t1256,32.50,1.50,20.32,28.83
t1257,32.50,1.50,20.35,28.85
t1258,32.50,1.50,20.37,28.87
t1259,32.50,1.50,20.39,28.89
t1260,32.50,1.50,20.42,28.91
t1261,32.50,1.50,20.44,28.93
t1262,32.50,1.50,20.46,28.95
t1263,32.50,1.50,20.48,28.98
t1264,32.50,1.50,20.51,29.00
t1265,32.50,1.50,20.53,29.02
t1266,32.50,1.50,20.55,29.04
t1267,32.50,1.50,20.57,29.06
t1268,32.50,1.50,20.60,29.08
t1269,32.50,1.50,20.62,29.10
t1270,32.50,1.50,20.64,29.12
t1271,32.50,1.50,20.67,29.15
t1272,32.50,1.50,20.69,29.17
t1273,32.50,1.50,20.71,29.19
t1274,32.50,1.50,20.73,29.21
t1275,32.50,1.50,20.76,29.23
t1276,32.50,1.50,20.78,29.25
t1277,32.50,1.50,20.80,29.27
t1278,32.50,1.50,20.83,29.30
t1279,32.50,1.50,20.85,29.32
t1280,32.50,1.50,20.87,29.34
t1281,32.50,1.50,20.89,29.36
t1282,32.50,1.50,20.92,29.38
t1283,32.50,1.50,20.94,29.40
t1284,32.50,1.50,20.96,29.42
t1285,32.50,1.50,20.99,29.45
t1286,32.50,1.50,21.01,29.47
t1287,32.50,1.50,21.03,29.49
t1288,32.50,1.50,21.05,29.51
t1289,32.50,1.50,21.08,29.53
t1290,32.50,1.50,21.10,29.55
t1291,32.50,1.50,21.12,29.57
t1292,32.50,1.50,21.15,29.59
t1293,32.50,1.50,21.17,29.62
t1294,32.50,1.50,21.19,29.64
t1295,32.50,1.50,21.21,29.66
t1296,32.50,1.50,21.24,29.68
t1297,32.50,1.50,21.26,29.70
t1298,32.50,1.50,21.28,29.72
t1299,32.50,1.50,21.30,29.74
t1300,32.50,1.50,21.33,29.77
t1301,32.50,1.50,21.35,29.79
t1302,32.50,1.50,21.37,29.81
t1303,32.50,1.50,21.40,29.83
t1304,32.50,1.50,21.42,29.85
t1305,32.50,1.50,21.44,29.87
t1306,32.50,1.50,21.46,29.89
t1307,32.50,1.50,21.49,29.92
t1308,32.50,1.50,21.51,29.94
t1309,32.50,1.50,21.53,29.96
t1310,32.50,1.50,21.56,29.98
t1311,32.50,1.50,21.58,30.00
t1312,32.50,1.50,21.60,30.02
t1313,32.50,1.50,21.62,30.04
t1314,32.50,1.50,21.65,30.06
t1315,32.50,1.50,21.67,30.09
t1316,32.50,1.50,21.69,30.11
t1317,32.50,1.50,21.72,30.13
t1318,32.50,1.50,21.74,30.15
t1319,32.50,1.50,21.76,30.17
t1320,32.50,1.50,21.78,30.19
t1321,32.50,1.50,21.81,30.21
t1322,32.50,1.50,21.83,30.24
t1323,32.50,1.50,21.85,30.26
t1324,32.50,1.50,21.88,30.28
t1325,32.50,1.50,21.90,30.30
t1326,32.50,1.50,21.92,30.32
t1327,32.50,1.50,21.94,30.34
t1328,32.50,1.50,21.97,30.36
t1329,32.50,1.50,21.99,30.38
t1330,32.50,1.50,22.01,30.41
t1331,32.50,1.50,22.03,30.43
t1332,32.50,1.50,22.06,30.45
t1333,32.50,1.50,22.08,30.47
t1334,32.50,1.50,22.10,30.49
t1335,32.50,1.50,22.13,30.51
t1336,32.50,1.50,22.15,30.53
t1337,32.50,1.50,22.17,30.56
t1338,32.50,1.50,22.19,30.58
t1339,32.50,1.50,22.22,30.60
t1340,32.50,1.50,22.24,30.62
t1341,32.50,1.50,22.26,30.64
t1342,32.50,1.50,22.29,30.66
t1343,32.50,1.50,22.31,30.68
t1344,32.50,1.50,22.33,30.71
t1345,32.50,1.50,22.35,30.73
t1346,32.50,1.50,22.38,30.75
t1347,32.50,1.50,22.40,30.77
t1348,32.50,1.50,22.42,30.79
t1349,32.50,1.50,22.45,30.81
t1350,32.50,1.50,22.47,30.83
t1351,32.50,1.50,22.49,30.85
t1352,32.50,1.50,22.51,30.88
t1353,32.50,1.50,22.54,30.90
t1354,32.50,1.50,22.56,30.92
t1355,32.50,1.50,22.58,30.94
t1356,32.50,1.50,22.60,30.96
t1357,32.50,1.50,22.63,30.98
t1358,32.50,1.50,22.65,31.00
t1359,32.50,1.50,22.67,31.03
t1360,32.50,1.50,22.70,31.05
t1361,32.50,1.50,22.72,31.07
t1362,32.50,1.50,22.74,31.09
t1363,32.50,1.50,22.76,31.11
t1364,32.50,1.50,22.79,31.13
t1365,32.50,1.50,22.81,31.15
t1366,32.50,1.50,22.83,31.18
t1367,32.50,1.50,22.86,31.20
t1368,32.50,1.50,22.88,31.22
t1369,32.50,1.50,22.90,31.24
t1370,32.50,1.50,22.92,31.26
t1371,32.50,1.50,22.95,31.28
t1372,32.50,1.50,22.97,31.30
t1373,32.50,1.50,22.99,31.32
t1374,32.50,1.50,23.02,31.35
t1375,32.50,1.50,23.04,31.37
t1376,32.50,1.50,23.06,31.39
t1377,32.50,1.50,23.08,31.41
t1378,32.50,1.50,23.11,31.43
t1379,32.50,1.50,23.13,31.45
t1380,32.50,1.50,23.15,31.47
t1381,32.50,1.50,23.18,31.50
t1382,32.50,1.50,23.20,31.52
t1383,32.50,1.50,23.22,31.54
t1384,32.50,1.50,23.24,31.56
t1385,32.50,1.50,23.27,31.58
t1386,32.50,1.50,23.29,31.60
t1387,32.50,1.50,23.31,31.62
t1388,32.50,1.50,23.33,31.65
t1389,32.50,1.50,23.36,31.67
t1390,32.50,1.50,23.38,31.69
t1391,32.50,1.50,23.40,31.71
t1392,32.50,1.50,23.43,31.73
t1393,32.50,1.50,23.45,31.75
t1394,32.50,1.50,23.47,31.77
t1395,32.50,1.50,23.49,31.79
t1396,32.50,1.50,23.52,31.82
t1397,32.50,1.50,23.54,31.84
t1398,32.50,1.50,23.56,31.86
t1399,32.50,1.50,23.59,31.88
t1400,32.50,1.50,23.61,31.90
t1401,32.50,1.50,23.63,31.92
t1402,32.50,1.50,23.65,31.94
t1403,32.50,1.50,23.68,31.97
t1404,32.50,1.50,23.70,31.99
t1405,32.50,1.50,23.72,32.01
t1406,32.50,1.50,23.75,32.03
t1407,32.50,1.50,23.77,32.05
t1408,32.50,1.50,23.79,32.07
t1409,32.50,1.50,23.81,32.09
t1410,32.50,1.50,23.84,32.12
t1411,32.50,1.50,23.86,32.14
t1412,32.50,1.50,23.88,32.16
t1413,32.50,1.50,23.91,32.18
t1414,32.50,1.50,23.93,32.20
t1415,32.50,1.50,23.95,32.22
t1416,32.50,1.50,23.97,32.24
t1417,32.50,1.50,24.00,32.26
t1418,32.50,1.50,24.02,32.29
t1419,32.50,1.50,24.04,32.31
t1420,32.50,1.50,24.06,32.33
t1421,32.50,1.50,24.09,32.35
t1422,32.50,1.50,24.11,32.37
t1423,32.50,1.50,24.13,32.39
t1424,32.50,1.50,24.16,32.41
t1425,32.50,1.50,24.18,32.44
t1426,32.50,1.50,24.20,32.46
t1427,32.50,1.50,24.22,32.48
t1428,32.50,1.50,24.25,32.50
t1429,32.50,1.50,24.27,32.52
t1430,32.50,1.50,24.29,32.54
t1431,32.50,1.50,24.32,32.56
t1432,32.50,1.50,24.34,32.58
t1433,32.50,1.50,24.36,32.61
t1434,32.50,1.50,24.38,32.63
t1435,32.50,1.50,24.41,32.65
t1436,32.50,1.50,24.43,32.67
t1437,32.50,1.50,24.45,32.69
t1438,32.50,1.50,24.48,32.71
t1439,32.50,1.50,24.50,32.73
t1440,32.50,1.50,24.52,32.76
t1441,32.50,1.50,24.54,32.78
t1442,32.50,1.50,24.57,32.80
t1443,32.50,1.50,24.59,32.82
t1444,32.50,1.50,24.61,32.84
t1445,32.50,1.50,24.64,32.86
t1446,32.50,1.50,24.66,32.88
t1447,32.50,1.50,24.68,32.91
t1448,32.50,1.50,24.70,32.93
t1449,32.50,1.50,24.73,32.95
t1450,32.50,1.50,24.75,32.97
t1451,32.50,1.50,24.77,32.99
t1452,32.50,1.50,24.79,33.01
t1453,32.50,1.50,24.82,33.03
t1454,32.50,1.50,24.84,33.05
t1455,32.50,1.50,24.86,33.08
t1456,32.50,1.50,24.89,33.10
t1457,32.50,1.50,24.91,33.12
t1458,32.50,1.50,24.93,33.14
t1459,32.50,1.50,24.95,33.16
t1460,32.50,1.50,24.98,33.18
t1461,32.50,1.50,25.00,33.20
t1462,32.50,1.50,25.00,33.23
t1463,32.50,1.50,25.00,33.25
t1464,32.50,1.50,25.00,33.27
t1465,32.50,1.50,25.00,33.29
t1466,32.50,1.50,25.00,33.31
t1467,32.50,1.50,25.00,33.33
t1468,32.50,1.50,25.00,33.35
t1469,32.50,1.50,25.00,33.38
t1470,32.50,1.50,25.00,33.40
t1471,32.50,1.50,25.00,33.42
t1472,32.50,1.50,25.00,33.44
t1473,32.50,1.50,25.00,33.46
t1474,32.50,1.50,25.00,33.48
t1475,32.50,1.50,25.00,33.50
t1476,32.50,1.50,25.00,33.52
t1477,32.50,1.50,25.00,33.55
t1478,32.50,1.50,25.00,33.57
t1479,32.50,1.50,25.00,33.59
t1480,32.50,1.50,25.00,33.61
t1481,32.50,1.50,25.00,33.63
t1482,32.50,1.50,25.00,33.65
t1483,32.50,1.50,25.00,33.67
t1484,32.50,1.50,25.00,33.70
t1485,32.50,1.50,25.00,33.72
t1486,32.50,1.50,25.00,33.74
t1487,32.50,1.50,25.00,33.76
t1488,32.50,1.50,25.00,33.78
t1489,32.50,1.50,25.00,33.80
t1490,32.50,1.50,25.00,33.82
t1491,32.50,1.50,25.00,33.85
t1492,32.50,1.50,25.00,33.87
t1493,32.50,1.50,25.00,33.89
t1494,32.50,1.50,25.00,33.91
t1495,32.50,1.50,25.00,33.93
t1496,32.50,1.50,25.00,33.95
t1497,32.50,1.50,25.00,33.97
t1498,32.50,1.50,25.00,33.99
t1499,32.50,1.50,25.00,34.02
t1500,32.50,1.50,25.00,34.04
t1501,32.50,1.50,25.00,34.06
t1502,32.50,1.50,25.00,34.08
t1503,32.50,1.50,25.00,34.10
t1504,32.50,1.50,25.00,34.12
t1505,32.50,1.50,25.00,34.14
t1506,32.50,1.50,25.00,34.17
t1507,32.50,1.50,25.00,34.19
t1508,32.50,1.50,25.00,34.21
t1509,32.50,1.50,25.00,34.23
t1510,32.50,1.50,25.00,34.25
t1511,32.50,1.50,25.00,34.27
t1512,32.50,1.50,25.00,34.29
t1513,32.50,1.50,25.00,34.31
t1514,32.50,1.50,25.00,34.34
t1515,32.50,1.50,25.00,34.36
t1516,32.50,1.50,25.00,34.38
t1517,32.50,1.50,25.00,34.40
t1518,32.50,1.50,25.00,34.42
t1519,32.50,1.50,25.00,34.44
t1520,32.50,1.50,25.00,34.46
t1521,32.50,1.50,25.00,34.49
t1522,32.50,1.50,25.00,34.51
t1523,32.50,1.50,25.00,34.53
t1524,32.50,1.50,25.00,34.55
t1525,32.50,1.50,25.00,34.57
t1526,32.50,1.50,25.00,34.59
t1527,32.50,1.50,25.00,34.61
t1528,32.50,1.50,25.00,34.64
t1529,32.50,1.50,25.00,34.66
t1530,32.50,1.50,25.00,34.68
t1531,32.50,1.50,25.00,34.70
t1532,32.50,1.50,25.00,34.72
t1533,32.50,1.50,25.00,34.74
t1534,32.50,1.50,25.00,34.76
t1535,32.50,1.50,25.00,34.78
t1536,32.50,1.50,25.00,34.81
t1537,32.50,1.50,25.00,34.83
t1538,32.50,1.50,25.00,34.85
t1539,32.50,1.50,25.00,34.87
t1540,32.50,1.50,25.00,34.89
t1541,32.50,1.50,25.00,34.91
t1542,32.50,1.50,25.00,34.93
t1543,32.50,1.50,25.00,34.96
t1544,32.50,1.50,25.00,34.98
t1545,32.50,1.50,25.00,35.00
t1546,32.50,1.50,25.00,35.02
t1547,32.50,1.50,25.00,35.04
t1548,32.50,1.50,25.00,35.06
t1549,32.50,1.50,25.00,35.08
t1550,32.50,1.50,25.00,35.11
t1551,32.50,1.50,25.00,35.13
t1552,32.50,1.50,25.00,35.15
t1553,32.50,1.50,25.00,35.17
t1554,32.50,1.50,25.00,35.19
t1555,32.50,1.50,25.00,35.21
t1556,32.50,1.50,25.00,35.23
t1557,32.50,1.50,25.00,35.25
t1558,32.50,1.50,25.00,35.28
t1559,32.50,1.50,25.00,35.30
t1560,32.50,1.50,25.00,35.32
t1561,32.50,1.50,25.00,35.34
t1562,32.50,1.50,25.00,35.36
t1563,32.50,1.50,25.00,35.38
t1564,32.50,1.50,25.00,35.40
t1565,32.50,1.50,25.00,35.43
t1566,32.50,1.50,25.00,35.45
t1567,32.50,1.50,25.00,35.47
t1568,32.50,1.50,25.00,35.49
t1569,32.50,1.50,25.00,35.51
t1570,32.50,1.50,25.00,35.53
t1571,32.50,1.50,25.00,35.55
t1572,32.50,1.50,25.00,35.58
t1573,32.50,1.50,25.00,35.60
t1574,32.50,1.50,25.00,35.62
t1575,32.50,1.50,25.00,35.64
t1576,32.50,1.50,25.00,35.66
t1577,32.50,1.50,25.00,35.68
t1578,32.50,1.50,25.00,35.70
t1579,32.50,1.50,25.00,35.72
t1580,32.50,1.50,25.00,35.75
t1581,32.50,1.50,25.00,35.77
t1582,32.50,1.50,25.00,35.79
t1583,32.50,1.50,25.00,35.81
t1584,32.50,1.50,25.00,35.83
t1585,32.50,1.50,25.00,35.85
t1586,32.50,1.50,25.00,35.87
t1587,32.50,1.50,25.00,35.90
t1588,32.50,1.50,25.00,35.92
t1589,32.50,1.50,25.00,35.94
t1590,32.50,1.50,25.00,35.96
t1591,32.50,1.50,25.00,35.98
t1592,32.50,1.50,25.00,36.00
t1593,32.50,1.50,25.00,36.02
t1594,32.50,1.50,25.00,36.04
t1595,32.50,1.50,25.00,36.07
t1596,32.50,1.50,25.00,36.09
t1597,32.50,1.50,25.00,36.11
t1598,32.50,1.50,25.00,36.13
t1599,32.50,1.50,25.00,36.15
t1600,32.50,1.50,25.00,36.17
t1601,32.50,1.50,25.00,36.19
t1602,32.50,1.50,25.00,36.22
t1603,32.50,1.50,25.00,36.24
t1604,32.50,1.50,25.00,36.26
t1605,32.50,1.50,25.00,36.28
t1606,32.50,1.50,25.00,36.30
t1607,32.50,1.50,25.00,36.32
t1608,32.50,1.50,25.00,36.34
t1609,32.50,1.50,25.00,36.37
t1610,32.50,1.50,25.00,36.39
t1611,32.50,1.50,25.00,36.41
t1612,32.50,1.50,25.00,36.43
t1613,32.50,1.50,25.00,36.45
t1614,32.50,1.50,25.00,36.47
t1615,32.50,1.50,25.00,36.49
t1616,32.50,1.50,25.00,36.51
t1617,32.50,1.50,25.00,36.54
t1618,32.50,1.50,25.00,36.56
t1619,32.50,1.50,25.00,36.58
t1620,32.50,1.50,25.00,36.60
t1621,32.50,1.50,25.00,36.62
t1622,32.50,1.50,25.00,36.64
t1623,32.50,1.50,25.00,36.66
t1624,32.50,1.50,25.00,36.69
t1625,32.50,1.50,25.00,36.71
t1626,32.50,1.50,25.00,36.73
t1627,32.50,1.50,25.00,36.75
t1628,32.50,1.50,25.00,36.77
t1629,32.50,1.50,25.00,36.79
t1630,32.50,1.50,25.00,36.81
t1631,32.50,1.50,25.00,36.84
t1632,32.50,1.50,25.00,36.86
t1633,32.50,1.50,25.00,36.88
t1634,32.50,1.50,25.00,36.90
t1635,32.50,1.50,25.00,36.92
t1636,32.50,1.50,25.00,36.94
t1637,32.50,1.50,25.00,36.96
t1638,32.50,1.50,25.00,36.98
t1639,32.50,1.50,25.00,37.01
t1640,32.50,1.50,25.00,37.03
t1641,32.50,1.50,25.00,37.05
t1642,32.50,1.50,25.00,37.07
t1643,32.50,1.50,25.00,37.09
t1644,32.50,1.50,25.00,37.11
t1645,32.50,1.50,25.00,37.13
t1646,32.50,1.50,25.00,37.16
t1647,32.50,1.50,25.00,37.18
t1648,32.50,1.50,25.00,37.20
t1649,32.50,1.50,25.00,37.22
t1650,32.50,1.50,25.00,37.24
t1651,32.50,1.50,25.00,37.26
t1652,32.50,1.50,25.00,37.28
t1653,32.50,1.50,25.00,37.31
t1654,32.50,1.50,25.00,37.33
t1655,32.50,1.50,25.00,37.35
t1656,32.50,1.50,25.00,37.37
t1657,32.50,1.50,25.00,37.39
t1658,32.50,1.50,25.00,37.41
t1659,32.50,1.50,25.00,37.43
t1660,32.50,1.50,25.00,37.45
t1661,32.50,1.50,25.00,37.48
t1662,32.50,1.50,25.00,37.50
t1663,32.50,1.50,25.00,37.52
t1664,32.50,1.50,25.00,37.54
t1665,32.50,1.50,25.00,37.56
t1666,32.50,1.50,25.00,37.58
t1667,32.50,1.50,25.00,37.60
t1668,32.50,1.50,25.00,37.63
t1669,32.50,1.50,25.00,37.65
t1670,32.50,1.50,25.00,37.67
t1671,32.50,1.50,25.00,37.69
t1672,32.50,1.50,25.00,37.71
t1673,32.50,1.50,25.00,37.73
t1674,32.50,1.50,25.00,37.75
t1675,32.50,1.50,25.00,37.77
t1676,32.50,1.50,25.00,37.80
t1677,32.50,1.50,25.00,37.82
t1678,32.50,1.50,25.00,37.84
t1679,32.50,1.50,25.00,37.86
t1680,32.50,1.50,25.00,37.88
t1681,32.50,1.50,25.00,37.90
t1682,32.50,1.50,25.00,37.92
t1683,32.50,1.50,25.00,37.95
t1684,32.50,1.50,25.00,37.97
t1685,32.50,1.50,25.00,37.99
t1686,32.50,1.50,25.00,38.01
t1687,32.50,1.50,25.00,38.03
t1688,32.50,1.50,25.00,38.05
t1689,32.50,1.50,25.00,38.07
t1690,32.50,1.50,25.00,38.10
t1691,32.50,1.50,25.00,38.12
t1692,32.50,1.50,25.00,38.14
t1693,32.50,1.50,25.00,38.16
t1694,32.50,1.50,25.00,38.18
t1695,32.50,1.50,25.00,38.20
t1696,32.50,1.50,25.00,38.22
t1697,32.50,1.50,25.00,38.24
t1698,32.50,1.50,25.00,38.27
t1699,32.50,1.50,25.00,38.29
t1700,32.50,1.50,25.00,38.31
t1701,32.50,1.50,25.00,38.33
t1702,32.50,1.50,25.00,38.35
t1703,32.50,1.50,25.00,38.37
t1704,32.50,1.50,25.00,38.39
t1705,32.50,1.50,25.00,38.42
t1706,32.50,1.50,25.00,38.44
t1707,32.50,1.50,25.00,38.46
t1708,32.50,1.50,25.00,38.48
t1709,32.50,1.50,25.00,38.50
t1710,32.50,1.50,25.00,38.52
t1711,32.50,1.50,25.00,38.54
t1712,32.50,1.50,25.00,38.57
t1713,32.50,1.50,25.00,38.59
t1714,32.50,1.50,25.00,38.61
t1715,32.50,1.50,25.00,38.63
t1716,32.50,1.50,25.00,38.65
t1717,32.50,1.50,25.00,38.67
t1718,32.50,1.50,25.00,38.69
t1719,32.50,1.50,25.00,38.71
t1720,32.50,1.50,25.00,38.74
t1721,32.50,1.50,25.00,38.76
t1722,32.50,1.50,25.00,38.78
t1723,32.50,1.50,25.00,38.80
t1724,32.50,1.50,25.00,38.82
t1725,32.50,1.50,25.00,38.84
t1726,32.50,1.50,25.00,38.86
t1727,32.50,1.50,25.00,38.89
t1728,32.50,1.50,25.00,38.91
t1729,32.50,1.50,25.00,38.93
t1730,32.50,1.50,25.00,38.95
t1731,32.50,1.50,25.00,38.97
t1732,32.50,1.50,25.00,38.99
t1733,32.50,1.50,25.00,39.01
t1734,32.50,1.50,25.00,39.04
t1735,32.50,1.50,25.00,39.06
t1736,32.50,1.50,25.00,39.08
t1737,32.50,1.50,25.00,39.10
t1738,32.50,1.50,25.00,39.12
t1739,32.50,1.50,25.00,39.14
t1740,32.50,1.50,25.00,39.16
t1741,32.50,1.50,25.00,39.18
t1742,32.50,1.50,25.00,39.21
t1743,32.50,1.50,25.00,39.23
t1744,32.50,1.50,25.00,39.25
t1745,32.50,1.50,25.00,39.27
t1746,32.50,1.50,25.00,39.29
t1747,32.50,1.50,25.00,39.31
t1748,32.50,1.50,25.00,39.33
t1749,32.50,1.50,25.00,39.36
t1750,32.50,1.50,25.00,39.38
t1751,32.50,1.50,25.00,39.40
t1752,32.50,1.50,25.00,39.42
t1753,32.50,1.50,25.00,39.44
t1754,32.50,1.50,25.00,39.46
t1755,32.50,1.50,25.00,39.48
t1756,32.50,1.50,25.00,39.50
t1757,32.50,1.50,25.00,39.53
t1758,32.50,1.50,25.00,39.55
t1759,32.50,1.50,25.00,39.57
t1760,32.50,1.50,25.00,39.59
t1761,32.50,1.50,25.00,39.61
t1762,32.50,1.50,25.00,39.63
t1763,32.50,1.50,25.00,39.65
t1764,32.50,1.50,25.00,39.68
t1765,32.50,1.50,25.00,39.70
t1766,32.50,1.50,25.00,39.72
t1767,32.50,1.50,25.00,39.74
t1768,32.50,1.50,25.00,39.76
t1769,32.50,1.50,25.00,39.78
t1770,32.50,1.50,25.00,39.80
t1771,32.50,1.50,25.00,39.83
t1772,32.50,1.50,25.00,39.85
t1773,32.50,1.50,25.00,39.87
t1774,32.50,1.50,25.00,39.89
t1775,32.50,1.50,25.00,39.91
t1776,32.50,1.50,25.00,39.93
t1777,32.50,1.50,25.00,39.95
t1778,32.50,1.50,25.00,39.97
t1779,32.50,1.50,25.00,40.00
t1780,32.50,1.50,25.00,40.02
t1781,32.50,1.50,25.00,40.04
t1782,32.50,1.50,25.00,40.06
t1783,32.50,1.50,25.00,40.08
t1784,32.50,1.50,25.00,40.10
t1785,32.50,1.50,25.00,40.12
t1786,32.50,1.50,25.00,40.15
t1787,32.50,1.50,25.00,40.17
t1788,32.50,1.50,25.00,40.19
t1789,32.50,1.50,25.00,40.21
t1790,32.50,1.50,25.00,40.23
t1791,32.50,1.50,25.00,40.25
t1792,32.50,1.50,25.00,40.27
t1793,32.50,1.50,25.00,40.30
t1794,32.50,1.50,25.00,40.32
t1795,32.50,1.50,25.00,40.34
t1796,32.50,1.50,25.00,40.36
t1797,32.50,1.50,25.00,40.38
t1798,32.50,1.50,25.00,40.40
t1799,32.50,1.50,25.00,40.42
t1800,32.50,1.50,25.00,40.44
t1801,32.50,1.50,25.00,40.47
t1802,32.50,1.50,25.00,40.49
t1803,32.50,1.50,25.00,40.51
t1804,32.50,1.50,25.00,40.53
t1805,32.50,1.50,25.00,40.55
t1806,32.50,1.50,25.00,40.57
t1807,32.50,1.50,25.00,40.59
t1808,32.50,1.50,25.00,40.62
t1809,32.50,1.50,25.00,40.64
t1810,32.50,1.50,25.00,40.66
t1811,32.50,1.50,25.00,40.68
t1812,32.50,1.50,25.00,40.70
t1813,32.50,1.50,25.00,40.72
t1814,32.50,1.50,25.00,40.74
t1815,32.50,1.50,25.00,40.77
t1816,32.50,1.50,25.00,40.79
t1817,32.50,1.50,25.00,40.81
t1818,32.50,1.50,25.00,40.83
t1819,32.50,1.50,25.00,40.85
t1820,32.50,1.50,25.00,40.87
t1821,32.50,1.50,25.00,40.89
t1822,32.50,1.50,25.00,40.91
t1823,32.50,1.50,25.00,40.94
t1824,32.50,1.50,25.00,40.96
t1825,32.50,1.50,25.00,40.98
t1826,32.50,1.50,25.00,41.00